SCHL	fod1p	_TYPE_	_FREQ_	p50adj_wagp	p25adj_wagp	p75adj_wagp	mean_grad_degree	mean_grad_degree_all	mean_employed	pct_ts	stabbr	pct_tsg	dboost	boost	pct_ts_all	pct_tsg_all	gths_mean	gthsftfy_mean	gmajor
	Art History and Criticism	11	50	45000	22981.02467	60000	0.338601429	0.315575384	0.944262708	0.001800691	CO	0.021074484			0.002341478	0.025193222	0.493898439	0.670058454	Humanities and liberal arts
	History	11	520	62675.52182	36103.9975	94013.28273	0.383833085	0.395274099	0.955655694	0.019319901	CO	0.226111555			0.019789651	0.212927518	0.748226235	0.788248113	Humanities and liberal arts
	Family and Consumer Sciences	11	205	45088.57143	29248.57685	62675.52182	0.32375872	0.319734531	0.994389794	0.007600403	CO	0.237796697			0.007869959	0.247308714	0.637439001	0.670034879	"Industrial arts, consumer <br> services, and recreation"
	"Physical Fitness, Parks, Recreation, and Leisure"	11	378	47100	33554.28571	67000	0.27024328	0.269998698	0.960273396	0.014053495	CO	0.439697021			0.014157016	0.444875694	0.709839837	0.759188882	"Industrial arts, consumer <br> services, and recreation"
	Miscellaneous Industrial Arts and Consumer Services	11	125	58497.1537	41261.71143	89128.57143	0.104740061	0.111496445	0.98277318	0.005609079	CO	0.175493377			0.005315563	0.167038378	0.768741691	0.82617459	"Industrial arts, consumer <br> services, and recreation"
	Transportation Sciences and Technologies	11	115	75000	43324.797	97000	0.193882753	0.204526286	0.96631715	0.004588467	CO	0.143561096			0.004371414	0.137369056	0.870888389	0.911129992	"Industrial arts, consumer <br> services, and recreation"
	Pre-Law and Legal Studies	11	26	60000	39845.71429	62675.52182	0.37730604	0.398432096	0.941940893	0.001542614	CO	0.085603029			0.001332501	0.084297071	0.887018677	0.912812737	Law and public policy
	Criminal Justice and Fire Protection	11	372	57671.42857	41942.85714	78642.85714	0.187207766	0.182691206	0.961870019	0.015341151	CO	0.851314224			0.013405199	0.848043694	0.839861566	0.852434438	Law and public policy
	Multidisciplinary or General Science	11	198	67050.28107	47006.64137	97996.56465	0.361516531	0.342184874	0.985147712	0.00916173	CO	0.23707014			0.009140397	0.241698961	0.806016807	0.911322922	Physical sciences
	Atmospheric Sciences and Meteorology	11	31	84000	60861.02436	103808.5714	0.562009875	0.574011299	1	0.001342234	CO	0.03473182			0.00108763	0.028760145	0.924858757	0.849840256	Physical sciences
	Chemistry	11	252	73400	49514.05372	125000	0.516110061	0.517403451	0.972841651	0.009280242	CO	0.240136789			0.009347784	0.247182887	0.821232539	0.902499475	Physical sciences
	Geology and Earth Science	11	231	85000	61892.56715	117440	0.459253255	0.456468929	0.964857058	0.008175424	CO	0.211548355			0.007841385	0.207349273	0.870778152	0.951122979	Physical sciences
	Geosciences	11	31	67898.48197	52428.57143	113469.7064	0.532655071	0.538006757	0.981673961	0.001187855	CO	0.030737105			0.001091317	0.028857637	0.958614865	0.933377092	Physical sciences
	Physics	11	206	87681.13679	41783.68121	113245.7143	0.641195685	0.61190756	0.957983193	0.007877193	CO	0.203831294			0.007843843	0.207414268	0.800744223	0.827674948	Physical sciences
	Psychology	11	1265	52000	36175.71429	75210.62619	0.482431319	0.466969527	0.949053446	0.050148784	CO	0.836512138			0.053698835	0.841934381	0.720456808	0.791842224	Psychology and social work
	Human Services and Community Organization	11	34	41261.71143	28883.198	50140.41746	0.22762073	0.214093821	0.884858044	0.001323911	CO	0.02208364			0.001486736	0.023310259	0.59950403	0.68639576	Psychology and social work
	Social Work	11	190	44040	31337.76091	56734.85322	0.456905555	0.459241165	0.965441685	0.007838598	CO	0.130752574			0.007798065	0.122264453	0.682400221	0.708807878	Psychology and social work
	Interdisciplinary Social Sciences	11	83	52229.60152	33113.56736	72207.995	0.307630414	0.292749658	0.924615234	0.002907069	CO	0.036254114			0.002919704	0.036111248	0.748921393	0.767064503	Social sciences
	General Social Sciences	11	84	52229.60152	38649.90512	65809.29791	0.328558864	0.331964865	0.963555297	0.00310277	CO	0.038694716			0.003218034	0.039801033	0.787760168	0.841186079	Social sciences
	Economics	11	488	78344.40228	47185.71429	120000	0.382339281	0.37206749	0.966187869	0.020144812	CO	0.251226378			0.019028924	0.235352012	0.81034956	0.868870225	Social sciences
	Anthropology and Archeology	11	154	47000	35000	75000	0.439587426	0.418991978	0.971363979	0.006349783	CO	0.079188281			0.007046862	0.087156434	0.694933729	0.778916994	Social sciences
	Criminology	11	25	62914.28571	53477.14286	130000	0.302466263	0.283933985	1	0.000837775	CO	0.010447914			0.000912196	0.011282153	0.716402829	0.95718939	Social sciences
	Geography	11	124	67050.28107	46728.8882	94013.28273	0.314885645	0.29995911	0.949007374	0.004994295	CO	0.062283956			0.005259646	0.065051927	0.801857585	0.916009679	Social sciences
	International Relations	11	81	62675.52182	41261.71143	101325.4269	0.559308511	0.540863278	0.962768803	0.002931629	CO	0.036560405			0.002804489	0.034686254	0.840709904	0.840558511	Social sciences
	Political Science and Government	11	601	73121.44213	47185.71429	113469.7064	0.482424138	0.459707609	0.939397068	0.022546642	CO	0.281179657			0.023390507	0.289296585	0.76548318	0.872205412	Social sciences
	Sociology	11	420	51904.28571	37000	72207.995	0.295560804	0.298051415	0.96795311	0.016176197	CO	0.201733702			0.016098467	0.199107764	0.738286543	0.807297441	Social sciences
Bachelors		12	16429	56734.85322	37605.31309	87681.13679	0	0	0.953097986	1	CO	1			1	1	0.751755877	0.808206979	
Graduate degree		12	9407	73400	50000	109682.1632	1	1	0.967362372	1	CO	1	16665.14678	0.293737374	1	1	0.839535648	0.902850826	
Bachelors		14	348	47006.64137	32000	73400	0	0	0.973553067	0.018115479	CO	1			0.017368556	1	0.745618063	0.74494408	Agriculture and natural resources
Graduate degree		14	142	75000	50000	106954.2857	1	1	0.992923137	0.013925063	CO	1	27993.35863	0.595519225	0.013224203	1	0.864175084	0.910869565	Agriculture and natural resources
Bachelors		14	1691	85000	57766.396	116000	0	0	0.952007275	0.097286653	CO	1			0.089718699	1	0.87110098	0.911715741	Architecture and engineering
Graduate degree		14	1173	100000	71176.45222	130000	1	1	0.963826828	0.126460198	CO	1	15000	0.176470588	0.1170106	1	0.909160096	0.939375133	Architecture and engineering
Bachelors		14	615	41783.68121	26214.28571	57671.42857	0	0	0.928294835	0.039394936	CO	1			0.043927291	1	0.586293061	0.656396019	Arts
Graduate degree		14	185	49514.05372	37605.31309	66000	1	1	0.948216588	0.018812289	CO	1	7730.372502	0.185009369	0.023180203	1	0.679600461	0.806067108	Arts
Bachelors		14	678	52229.60152	36000	74166.03416	0	0	0.9599018	0.040312334	CO	1			0.041321093	1	0.710625497	0.779677099	Biology and life sciences
Graduate degree		14	885	83567.36243	52428.57143	136314.2857	1	1	0.981671344	0.090922137	CO	1	31337.76091	0.6	0.091823168	1	0.843112344	0.924150688	Biology and life sciences
Bachelors		14	4362	62000	41783.68121	95000	0	0	0.953163945	0.270382678	CO	1			0.257913231	1	0.807838787	0.850134945	Business
Graduate degree		14	1287	82523.42286	55000	120128.0835	1	1	0.955524761	0.144181577	CO	1	20523.42286	0.331022949	0.13599735	1	0.870832979	0.912393661	Business
Bachelors		14	922	49000	35516.12903	76000	0	0	0.955482778	0.055678606	CO	1			0.056446986	1	0.718288791	0.780876323	Communications and journalism
Graduate degree		14	265	62914.28571	40634.62998	96000	1	1	0.963417465	0.028947761	CO	1	13914.28571	0.283965015	0.030421901	1	0.77217376	0.865409195	Communications and journalism
Bachelors		14	1138	78397.25172	51577.13929	105217.3642	0	0	0.954411094	0.071251666	CO	1			0.065593541	1	0.873393643	0.895947794	"Computers, statistics, and mathematics"
Graduate degree		14	512	94013.28273	67898.48197	123785.1343	1	1	0.939499463	0.055888609	CO	1	15616.03102	0.199191052	0.053916457	1	0.878371459	0.943167228	"Computers, statistics, and mathematics"
Bachelors		14	1006	39845.71429	31000	55574.28571	0	0	0.952642372	0.056556559	CO	1			0.063599959	1	0.630283586	0.689985311	Education
Graduate degree		14	1017	56734.85322	44917.45731	73400	1	1	0.980768919	0.103303334	CO	1	16889.13893	0.423863375	0.111549048	1	0.817943048	0.894538627	Education
Bachelors		14	969	60000	41783.68121	77299.81025	0	0	0.979313211	0.059011122	CO	1			0.061500834	1	0.783906643	0.827624623	Health
Graduate degree		14	552	75000	52428.57143	104459.203	1	1	0.987605376	0.061708657	CO	1	15000	0.25	0.061106505	1	0.855506492	0.909100819	Health
Bachelors		14	1332	45387.88257	30946.28357	69205.71429	0	0	0.94082102	0.081462578	CO	1			0.089242584	1	0.630162259	0.702591267	Humanities and liberal arts
Graduate degree		14	939	61892.56715	42991.42857	94013.28273	1	1	0.96647561	0.092913354	CO	1	16504.68457	0.363636364	0.099961619	1	0.805979457	0.871499077	Humanities and liberal arts
Bachelors		14	606	48000	32000	72076.8501	0	0	0.969437286	0.036970852	CO	1			0.036471763	1	0.700843708	0.743113482	"Industrial arts, consumer <br> services, and recreation"
Graduate degree		14	219	60817.14286	43015.33417	89128.57143	1	1	0.985708723	0.02256488	CO	1	12817.14286	0.26702381	0.022995865	1	0.794562987	0.862367087	"Industrial arts, consumer <br> services, and recreation"
Bachelors		14	319	56000	40739.08918	75000	0	0	0.958815893	0.021012903	CO	1			0.018363471	1	0.841958721	0.842742968	Law and public policy
Graduate degree		14	114	70651.42857	52009.14286	96000	1	1	0.944317914	0.012406984	CO	1	14651.42857	0.261632653	0.010954271	1	0.839525242	0.908006506	Law and public policy
Bachelors		14	459	70000	44040	103154.2786	0	0	0.969911669	0.029542018	CO	1			0.029459045	1	0.798843986	0.875783937	Physical sciences
Graduate degree		14	532	88712.67958	57452.56167	125351.0436	1	1	0.970603801	0.055723795	CO	1	18712.67958	0.267323994	0.053684922	1	0.872671477	0.928633227	Physical sciences
Bachelors		14	767	43872.86528	31457.14286	64764.70588	0	0	0.927117474	0.048504372	CO	1			0.052804126	1	0.659260904	0.71927598	Psychology and social work
Graduate degree		14	736	56000	41261.71143	83000	1	1	0.970260374	0.081421253	CO	1	12127.13473	0.27641538	0.084617981	1	0.777807011	0.846105121	Psychology and social work
Bachelors		14	1217	55574.28571	38167.08307	85982.85714	0	0	0.954492068	0.074517245	CO	1			0.076268821	1	0.726974716	0.81199522	Social sciences
Graduate degree		14	849	76545.71429	49618.12144	120000	1	1	0.960270612	0.09082011	CO	1	20971.42857	0.377358491	0.089555907	1	0.838096375	0.903152931	Social sciences
Bachelors	Natural Resources Management	15	74	43872.86528	36560.72106	72207.995	0	0	0.992944549	0.004080181	CO	0.225231764			0.00384175	0.221189943	0.752747253	0.81748938	Agriculture and natural resources
Graduate degree	Natural Resources Management	15	38	62675.52182	37605.31309	106248.9069	1	1	0.970507919	0.003420722	CO	0.245652174	18802.65655	0.428571429	0.003050917	0.230707071	0.842965558	0.914454277	Agriculture and natural resources
Bachelors	Architecture	15	153	58720	41942.85714	82837.14286	0	0	0.903943239	0.009218807	CO	0.094759216			0.009695376	0.108064162	0.717112584	0.856661264	Architecture and engineering
Graduate degree	Architecture	15	76	66000	47080.85714	84000	1	1	0.947611856	0.007868445	CO	0.062220725	7280	0.123978202	0.008779624	0.075032726	0.850187646	0.974779139	Architecture and engineering
Bachelors	General Engineering	15	152	83885.71429	52229.60152	125828.5714	0	0	0.952850769	0.009519427	CO	0.097849258			0.008868391	0.098846632	0.849994711	0.891574586	Architecture and engineering
Graduate degree	General Engineering	15	118	93322.85714	61892.56715	115949.7154	1	1	0.941449924	0.016513868	CO	0.130585503	9437.142857	0.1125	0.014803093	0.126510701	0.914395717	0.852603707	Architecture and engineering
Bachelors	Aerospace Engineering	15	48	100000	69987.66603	116994.3074	0	0	0.934001073	0.002659559	CO	0.027337343			0.002626838	0.029278596	0.837142857	0.984719101	Architecture and engineering
Graduate degree	Aerospace Engineering	15	57	113469.7064	97996.56465	144415.99	1	1	0.973814042	0.005176491	CO	0.040933754	13469.70643	0.134697064	0.004893401	0.041820147	0.919381256	0.992635911	Architecture and engineering
Bachelors	Chemical Engineering	15	78	101325.4269	75210.62619	135796.964	0	0	0.973754883	0.004256489	CO	0.043752035			0.003739022	0.041674945	0.895370719	0.899606852	Architecture and engineering
Graduate degree	Chemical Engineering	15	71	110000	73400	150000	1	1	0.977108434	0.00824292	CO	0.065181928	8674.573055	0.085611019	0.007369933	0.062985175	0.915176414	0.92437432	Architecture and engineering
Bachelors	Civil Engineering	15	215	83567.36243	60000	109682.1632	0	0	0.960655091	0.012955337	CO	0.133166647			0.011635952	0.129693725	0.901797952	0.922959819	Architecture and engineering
Graduate degree	Civil Engineering	15	131	101711.4286	73121.44213	125351.0436	1	1	0.955193954	0.012902546	CO	0.102028513	18144.06614	0.217119048	0.011744161	0.100368352	0.907946618	0.963677442	Architecture and engineering
Bachelors	Electrical Engineering	15	384	100059.6502	71302.85714	125000	0	0	0.95587566	0.021536448	CO	0.221371045			0.019821835	0.220933151	0.912298554	0.941140558	Architecture and engineering
Graduate degree	Electrical Engineering	15	318	107000	83567.36243	141557.1429	1	1	0.970353039	0.034300277	CO	0.271233775	6940.349781	0.069362123	0.029892042	0.255464398	0.944648017	0.969045206	Architecture and engineering
Bachelors	Industrial and Manufacturing Engineering	15	46	63000	39198.62586	102370.019	0	0	0.950525553	0.002517317	CO	0.025875256			0.002470166	0.027532337	0.869730346	0.898148148	Architecture and engineering
Graduate degree	Industrial and Manufacturing Engineering	15	31	111000	102122.7358	136841.556	1	1	1	0.003289544	CO	0.026012483	48000	0.761904762	0.003057151	0.026127127	0.877075444	1	Architecture and engineering
Bachelors	Mechanical Engineering	15	276	83885.71429	61000	113469.7064	0	0	0.961312597	0.016295026	CO	0.167494978			0.014444792	0.16100091	0.898454244	0.924225197	Architecture and engineering
Graduate degree	Mechanical Engineering	15	205	95933.47908	63962.85714	128000	1	1	0.965093476	0.021243008	CO	0.167981772	12047.76479	0.143621174	0.020286907	0.173376663	0.899784909	0.915448356	Architecture and engineering
Bachelors	Fine Arts	15	203	41261.71143	25000	62675.52182	0	0	0.923498072	0.012795764	CO	0.324807331			0.014050297	0.319853491	0.550262077	0.61489958	Arts
Graduate degree	Fine Arts	15	67	54671.76765	46379.88615	75000	1	1	0.95593746	0.006490514	CO	0.345014602	13410.05622	0.325	0.006564904	0.283211679	0.795849159	0.889100017	Arts
Bachelors	Music	15	95	41261.71143	30946.28357	62914.28571	0	0	0.960910377	0.006224562	CO	0.158004127			0.006335369	0.144223993	0.619576485	0.693038886	Arts
Graduate degree	Music	15	52	41942.85714	37605.31309	62914.28571	1	1	0.956138574	0.005252731	CO	0.27921807	681.1457125	0.016507937	0.008380672	0.361544372	0.584316226	0.828388474	Arts
Bachelors	Environmental Science	15	70	51577.13929	36103.9975	73400	0	0	0.926958589	0.004397535	CO	0.109086596			0.005036492	0.121886707	0.670578374	0.807828214	Biology and life sciences
Graduate degree	Environmental Science	15	49	71176.45222	54318.78558	100662.8571	1	1	0.966280295	0.005017283	CO	0.055182194	19599.31293	0.38	0.004844422	0.052758166	0.773713235	0.870167598	Biology and life sciences
Bachelors	Biology	15	374	53000	36103.9975	76255.21822	0	0	0.969255824	0.023067637	CO	0.572222799			0.022878348	0.553672381	0.737354684	0.791641837	Biology and life sciences
Graduate degree	Biology	15	524	85000	54318.78558	141557.1429	1	1	0.985813761	0.053343529	CO	0.586694617	32000	0.603773585	0.054826567	0.597088603	0.847791837	0.929274034	Biology and life sciences
Bachelors	Biochemical Sciences	15	29	36103.9975	26004.57143	53640.22486	0	0	1	0.001657294	CO	0.041111325			0.001629577	0.03943694	0.576568797	0.572664984	Biology and life sciences
Graduate degree	Biochemical Sciences	15	65	85982.85714	52428.57143	140000	1	1	0.983335276	0.007655421	CO	0.084197546	49878.85964	1.38153288	0.007276429	0.079243929	0.881409864	0.919302871	Biology and life sciences
Bachelors	Molecular Biology	15	33	62675.52182	42293.25422	109682.1632	0	0	1	0.002116291	CO	0.052497369			0.00203533	0.049256442	0.780364139	0.895227337	Biology and life sciences
Graduate degree	Molecular Biology	15	40	72207.995	37605.31309	110000	1	1	1	0.003763803	CO	0.041395894	9532.473182	0.152092442	0.003720587	0.040519047	0.783867879	0.881441764	Biology and life sciences
Bachelors	Microbiology	15	32	61892.56715	35000	75000	0	0	0.915137615	0.001845554	CO	0.045781382			0.002078954	0.050312181	0.684115524	0.804080311	Biology and life sciences
Graduate degree	Microbiology	15	49	72207.995	50000	139258.2761	1	1	0.980607628	0.004590113	CO	0.050484	10315.42786	0.166666667	0.004321687	0.047065327	0.877189367	0.938446507	Biology and life sciences
Bachelors	Zoology	15	34	47006.64137	38797.14286	73121.44213	0	0	0.870503597	0.001817465	CO	0.04508458			0.001896952	0.045907595	0.632542038	0.818809602	Biology and life sciences
Graduate degree	Zoology	15	58	120000	67898.48197	200000	1	1	1	0.005837987	CO	0.064208644	72993.35863	1.55283076	0.005437507	0.059217162	0.903046184	0.907432303	Biology and life sciences
Bachelors	Miscellaneous Biology	15	74	50000	30946.28357	67898.48197	0	0	0.988416016	0.003847096	CO	0.09543224			0.003749342	0.090736747	0.760040035	0.716948889	Biology and life sciences
Graduate degree	Miscellaneous Biology	15	59	73121.44213	53000	116564.3348	1	1	0.944397437	0.006415395	CO	0.070559221	23121.44213	0.462428843	0.006948718	0.075674994	0.817634243	0.956308983	Biology and life sciences
Bachelors	General Business	15	857	60586.33776	41783.68121	97000	0	0	0.952098578	0.057749476	CO	0.213584228			0.05363111	0.207942455	0.824022811	0.860877395	Business
Graduate degree	General Business	15	252	80000	50000	123731.4286	1	1	0.938805121	0.031046611	CO	0.215329943	19413.66224	0.320429703	0.029168051	0.21447514	0.852170727	0.87421906	Business
Bachelors	Accounting	15	695	72351.42857	45088.57143	104459.203	0	0	0.953174365	0.040076858	CO	0.148222729			0.037815672	0.146621683	0.835816267	0.875419419	Business
Graduate degree	Accounting	15	255	90000	60000	128942.8482	1	1	0.974894698	0.026735672	CO	0.185430567	17648.57143	0.243928445	0.025144687	0.184891008	0.894354725	0.946573849	Business
Bachelors	Business Management and Administration	15	1397	62000	42086.94566	91924.09867	0	0	0.953545512	0.08253955	CO	0.30526937			0.079321582	0.307551425	0.789273866	0.847045023	Business
Graduate degree	Business Management and Administration	15	379	80000	56734.85322	104857.1429	1	1	0.957761578	0.042653072	CO	0.295828862	18000	0.290322581	0.039966481	0.29387691	0.85964795	0.916936099	Business
Bachelors	Marketing and Marketing Research	15	524	54671.76765	38797.14286	88790.32258	0	0	0.944721594	0.034671081	CO	0.128229669			0.034583724	0.134090537	0.792898124	0.836792388	Business
Graduate degree	Marketing and Marketing Research	15	96	74271.08058	52229.60152	108311.9925	1	1	0.931727229	0.010629913	CO	0.073725874	19599.31293	0.358490566	0.010120745	0.074418696	0.859480862	0.940090708	Business
Bachelors	Finance	15	423	65000	41783.68121	98000	0	0	0.96838448	0.025662051	CO	0.094910114			0.024797816	0.0961479	0.833311265	0.862266524	Business
Graduate degree	Finance	15	182	97147.05882	67000	136314.2857	1	1	0.95663675	0.020172281	CO	0.139908863	32147.05882	0.494570136	0.019040181	0.14000406	0.902997989	0.913016896	Business
Bachelors	Human Resources and Personnel Management	15	73	61892.56715	47185.71429	79691.42857	0	0	0.90774332	0.004388571	CO	0.01623096			0.004572574	0.017729116	0.768362741	0.905079668	Business
Graduate degree	Human Resources and Personnel Management	15	33	70000	43000	95933.47908	1	1	1	0.003480145	CO	0.024137234	8107.432855	0.130992027	0.003953013	0.029066836	0.834422167	0.917203608	Business
Bachelors	Communications and Mass Media	15	564	50000	36103.9975	74271.08058	0	0	0.960742836	0.034213876	CO	0.61448874			0.035158813	0.622864313	0.707283231	0.786556501	Communications and journalism
Graduate degree	Communications and Mass Media	15	164	60000	39694.49715	94901.93629	1	1	0.978851688	0.018213578	CO	0.629187807	10000	0.2	0.019186226	0.630671506	0.756927361	0.853185596	Communications and journalism
Bachelors	Journalism	15	271	47450.96815	36000	75000	0	0	0.939042933	0.016075687	CO	0.28872287			0.016079999	0.284869033	0.732409568	0.786452524	Communications and journalism
Graduate degree	Journalism	15	84	70254.28571	43872.86528	103154.2786	1	1	0.965979477	0.009389887	CO	0.324373523	22803.31757	0.480565908	0.009497382	0.312188982	0.818002813	0.878686567	Communications and journalism
Bachelors	Computer and Information Systems	15	198	73400	51577.13929	99236.24288	0	0	0.942094603	0.012481996	CO	0.175181808			0.011606869	0.176951407	0.865462334	0.877423989	"Computers, statistics, and mathematics"
Graduate degree	Computer and Information Systems	15	43	72000	52229.60152	104857.1429	1	1	0.934196783	0.004527327	CO	0.081006259	-1400	-0.019073569	0.004265585	0.079114708	0.969102297	0.981921743	"Computers, statistics, and mathematics"
Bachelors	Computer Science	15	497	88790.32258	62914.28571	113245.7143	0	0	0.96042663	0.030816813	CO	0.432506564			0.028213643	0.430128366	0.905165677	0.926575258	"Computers, statistics, and mathematics"
Graduate degree	Computer Science	15	206	97000	73121.44213	125351.0436	1	1	0.943724807	0.023908054	CO	0.427780453	8209.677419	0.092461399	0.022302151	0.413642745	0.918822872	0.962014631	"Computers, statistics, and mathematics"
Bachelors	Computer Engineering	15	83	84000	67050.28107	103808.5714	0	0	0.989650216	0.005112329	CO	0.071750308			0.004705323	0.071734544	0.876582594	0.933247604	"Computers, statistics, and mathematics"
Graduate degree	Computer Engineering	15	41	104459.203	69000	128974.2857	1	1	0.939276486	0.004621506	CO	0.082691382	20459.20304	0.243561941	0.004077685	0.075629697	0.836645556	0.929403202	"Computers, statistics, and mathematics"
Bachelors	Mathematics	15	189	75497.14286	41942.85714	120000	0	0	0.954220376	0.011388887	CO	0.159840294			0.010737199	0.163692924	0.833114897	0.849496222	"Computers, statistics, and mathematics"
Graduate degree	Mathematics	15	165	90775.76515	62675.52182	127925.7143	1	1	0.937474248	0.016678682	CO	0.298427219	15278.62229	0.202373517	0.017344633	0.321694607	0.854751759	0.944743211	"Computers, statistics, and mathematics"
Bachelors	General Education	15	238	39845.71429	28883.198	59541.74573	0	0	0.960626198	0.01639842	CO	0.289947269			0.017948806	0.282214109	0.617133598	0.684488665	Education
Graduate degree	General Education	15	210	58000	43872.86528	74448.57143	1	1	0.979124787	0.026763701	CO	0.259078773	18154.28571	0.455614513	0.029069203	0.260595707	0.855834329	0.906455532	Education
Bachelors	Elementary Education	15	286	41261.71143	32000	52000	0	0	0.950783649	0.014687338	CO	0.259692913			0.017873284	0.281026662	0.615437105	0.710600204	Education
Graduate degree	Elementary Education	15	298	52229.60152	42293.25422	67000	1	1	0.976905096	0.027401653	CO	0.265254293	10967.89009	0.265812777	0.030569727	0.274047404	0.789967374	0.898772504	Education
Bachelors	Mathematics Teacher Education	15	25	41942.85714	38649.90512	57671.42857	0	0	1	0.001284358	CO	0.02270926			0.001383311	0.021750194	0.900305188	0.900884132	Education
Graduate degree	Mathematics Teacher Education	15	33	58797.93879	45800	74271.08058	1	1	1	0.003344482	CO	0.03237535	16855.08165	0.401858214	0.003278	0.029386172	0.829122521	0.900771036	Education
Bachelors	Physical and Health Education Teaching	15	78	41783.68121	27577.42857	61892.56715	0	0	0.966185092	0.00411604	CO	0.07277742			0.004129295	0.064926061	0.661933432	0.637868448	Education
Graduate degree	Physical and Health Education Teaching	15	75	62675.52182	45000	83885.71429	1	1	0.99130546	0.007300007	CO	0.070665741	20891.84061	0.5	0.006945156	0.062261003	0.833568406	0.895100599	Education
Bachelors	Secondary Teacher Education	15	48	41261.71143	31000	62914.28571	0	0	0.98247191	0.002174862	CO	0.038454629			0.002129146	0.033477155	0.701696409	0.655125034	Education
Graduate degree	Secondary Teacher Education	15	47	63720.11385	48000	78642.85714	1	1	0.905476107	0.004382695	CO	0.042425492	22458.40242	0.544291588	0.005161447	0.046270647	0.775707384	0.893067281	Education
Bachelors	Special Needs Education	15	35	38167.08307	30000	50000	0	0	0.823272727	0.001976441	CO	0.034946265			0.002300359	0.036169193	0.575040783	0.732688237	Education
Graduate degree	Special Needs Education	15	69	55000	46000	75210.62619	1	1	1	0.00755003	CO	0.073086023	16832.91693	0.441032313	0.008475957	0.075984129	0.790712335	0.875705376	Education
Bachelors	Social Science or History Teacher Education	15	40	36103.9975	31977.82636	54525.71429	0	0	0.9532	0.002447989	CO	0.043283913			0.00231021	0.036324077	0.764467005	0.588378906	Education
Graduate degree	Social Science or History Teacher Education	15	26	50331.42857	41783.68121	64764.70588	1	1	1	0.002101092	CO	0.020339057	14227.43107	0.394068027	0.002550446	0.022863894	0.852304469	0.872998933	Education
Bachelors	Language and Drama Education	15	49	37135.54029	29039.65844	52229.60152	0	0	0.950436569	0.00247847	CO	0.043822849			0.003486189	0.054814323	0.551937567	0.718591753	Education
Graduate degree	Language and Drama Education	15	64	57452.56167	47185.71429	68943.074	1	1	0.960796287	0.005814442	CO	0.056285138	20317.02138	0.547104505	0.007291567	0.065366469	0.788959453	0.931739298	Education
Bachelors	Art and Music Education	15	63	41523.42857	34183.42857	56622.85714	0	0	0.988920579	0.003768804	CO	0.066637783			0.00465607	0.073208688	0.624118477	0.787028227	Education
Graduate degree	Art and Music Education	15	80	58720	45000	73239.53779	1	1	1	0.00812968	CO	0.078697172	17196.57143	0.414141414	0.007869514	0.070547568	0.850514881	0.880292374	Education
Bachelors	Miscellaneous Education	15	68	40000	31337.76091	52229.60152	0	0	0.949464999	0.003267372	CO	0.057771766			0.003247897	0.051067596	0.730069324	0.691604171	Education
Graduate degree	Miscellaneous Education	15	69	62914.28571	43872.86528	89128.57143	1	1	0.996651623	0.006351488	CO	0.061483861	22914.28571	0.572857143	0.00585338	0.052473596	0.865510421	0.858075905	Education
Bachelors	Nursing	15	588	62000	48469.07021	77365.70893	0	0	0.977186505	0.036300883	CO	0.615153234			0.037228386	0.605331401	0.832407232	0.876208038	Health
Graduate degree	Nursing	15	200	79691.42857	58497.1537	103154.2786	1	1	0.996091797	0.021074831	CO	0.341521467	17691.42857	0.285345622	0.020089212	0.328757341	0.909038521	0.970846412	Health
Bachelors	Pharmacy and Pharmaceutical Sciences and Administration	15	42	104857.1429	67898.48197	120585.7143	0	0	0.972793488	0.002223869	CO	0.037685592			0.002130084	0.034635039	0.891213389	0.891158291	Health
Graduate degree	Pharmacy and Pharmaceutical Sciences and Administration	15	59	100000	52608.68207	125351.0436	1	1	1	0.007233857	CO	0.117225967	-4857.142857	-0.046321526	0.006641489	0.108687098	0.937382676	0.966057037	Health
Bachelors	Treatment Therapy Professions	15	107	50140.41746	33009.36914	72207.995	0	0	0.987328579	0.007294362	CO	0.123609958			0.008127248	0.132148578	0.647985686	0.684309709	Health
Graduate degree	Treatment Therapy Professions	15	67	65011.42857	51000	80740	1	1	0.988850997	0.0061351	CO	0.099420411	14871.01111	0.296587302	0.006766161	0.11072735	0.869965781	0.956688597	Health
Bachelors	Miscellaneous Health Medical Professions	15	156	54525.71429	37605.31309	75000	0	0	0.976123521	0.008526724	CO	0.144493508			0.00907244	0.147517352	0.72147252	0.812294105	Health
Graduate degree	Miscellaneous Health Medical Professions	15	93	70144.90943	40000	88080	1	1	0.977473144	0.011749972	CO	0.190410436	15619.19515	0.286455581	0.010940913	0.17904662	0.766319388	0.775572519	Health
Bachelors	Area Ethnic and Civilization Studies	15	40	39845.71429	34040.91193	54318.78558	0	0	0.908116386	0.001991382	CO	0.024445357			0.002502532	0.028041903	0.578069353	0.756002401	Humanities and liberal arts
Graduate degree	Area Ethnic and Civilization Studies	15	28	73400	36700	136314.2857	1	1	0.993139407	0.00243072	CO	0.026161142	33554.28571	0.842105263	0.003278	0.032792581	0.702526487	0.77998155	Humanities and liberal arts
Bachelors	"French, German, Latin and other common Foreign Language Studies"	15	100	41783.68121	29360	63962.85714	0	0	0.951374641	0.005910794	CO	0.072558399			0.006553491	0.073434568	0.634600243	0.632052578	Humanities and liberal arts
